,Names,URL
0,iShares_MedDev,https://www.ishares.com/us/products/239516/ishares-us-medical-devices-etf
1,iShares_HealthCare,https://www.ishares.com/us/products/239511/ishares-us-healthcare-etf
2,iShares_Pharma,https://www.ishares.com/us/products/239519/ishares-us-pharmaceuticals-etf
3,iShares_DowJones,https://www.ishares.com/us/products/239513/
